	BE_Earth	BE_ISS	Human	MRSA	Soil	BE_Earth_prop	BE_ISS_prop	Soil_prop	Human_prop	MRSA_prop	fxn	p.val	p.adj.BH
Single-stranded-DNA-specific exonuclease RecJ	3	21	24	55	2	100	100	100	100	100	Single-stranded-DNA-specific exonuclease RecJ	1	1
Sirohydrochlorin ferrochelatase	3	21	24	55	2	100	100	100	100	100	Sirohydrochlorin ferrochelatase	1	1
Small ribosomal subunit biogenesis GTPase RsgA	3	21	24	55	2	100	100	100	100	100	Small ribosomal subunit biogenesis GTPase RsgA	1	1
sn-glycerol-3-phosphate import ATP-binding protein UgpC	3	21	24	55	2	100	100	100	100	100	sn-glycerol-3-phosphate import ATP-binding protein UgpC	1	1
Sodium-dependent dicarboxylate transporter SdcS	3	21	23	55	2	100	100	100	95.8333333333333	100	Sodium-dependent dicarboxylate transporter SdcS	0.400046832154877	1
Sodium, potassium, lithium and rubidium/H( ) antiporter	3	21	24	55	2	100	100	100	100	100	Sodium, potassium, lithium and rubidium/H( ) antiporter	1	1
Sodium/glucose cotransporter	3	21	24	55	2	100	100	100	100	100	Sodium/glucose cotransporter	1	1
Sodium/glutamate symporter	3	21	24	55	2	100	100	100	100	100	Sodium/glutamate symporter	1	1
Sodium/proline symporter	3	21	24	55	2	100	100	100	100	100	Sodium/proline symporter	1	1
Sodium/proton-dependent alanine carrier protein	3	21	24	55	2	100	100	100	100	100	Sodium/proton-dependent alanine carrier protein	1	1
Soluble hydrogenase 42 kDa subunit	3	21	24	55	2	100	100	100	100	100	Soluble hydrogenase 42 kDa subunit	1	1
SPBc2 prophage-derived endonuclease YokF	3	21	24	54	2	100	100	100	100	98.1818181818182	SPBc2 prophage-derived endonuclease YokF	0.737855188029324	1
Spermidine/putrescine import ATP-binding protein PotA	3	20	24	55	2	100	95.2380952380952	100	100	100	Spermidine/putrescine import ATP-binding protein PotA	0.359066896152726	1
Spermidine/putrescine transport system permease protein PotB	3	21	24	55	2	100	100	100	100	100	Spermidine/putrescine transport system permease protein PotB	1	1
Spermidine/putrescine-binding periplasmic protein	3	21	24	55	2	100	100	100	100	100	Spermidine/putrescine-binding periplasmic protein	1	1
Spermidine/spermine N(1)-acetyltransferase	3	21	24	55	2	100	100	100	100	100	Spermidine/spermine N(1)-acetyltransferase	1	1
Spermine/spermidine acetyltransferase	3	21	24	55	2	100	100	100	100	100	Spermine/spermidine acetyltransferase	1	1
Sporulation integral membrane protein YlbJ	3	21	24	55	2	100	100	100	100	100	Sporulation integral membrane protein YlbJ	1	1
Sporulation thiol-disulfide oxidoreductase A	1	0	0	2	0	33.3333333333333	0	0	0	3.63636363636364	Sporulation thiol-disulfide oxidoreductase A	0.105626554230351	1
SsrA-binding protein	3	21	24	55	2	100	100	100	100	100	SsrA-binding protein	1	1
Staphopain A	3	21	23	55	2	100	100	100	95.8333333333333	100	Staphopain A	0.400046832154877	1
Staphopain B	3	21	24	55	2	100	100	100	100	100	Staphopain B	1	1
Staphostatin B	3	21	24	55	2	100	100	100	100	100	Staphostatin B	1	1
Staphylocoagulase	3	21	24	55	2	100	100	100	100	100	Staphylocoagulase	1	1
Staphylococcal complement inhibitor	3	21	24	55	2	100	100	100	100	100	Staphylococcal complement inhibitor	1	1
Staphylococcal secretory antigen SsaA	3	21	24	55	2	100	100	100	100	100	Staphylococcal secretory antigen SsaA	1	1
Staphylococcal secretory antigen ssaA2	3	21	24	55	2	100	100	100	100	100	Staphylococcal secretory antigen ssaA2	1	1
Stress response kinase A	3	21	24	55	2	100	100	100	100	100	Stress response kinase A	1	1
Stress response protein NhaX	3	21	24	55	2	100	100	100	100	100	Stress response protein NhaX	1	1
Subtilisin DY	0	1	2	7	0	0	4.76190476190476	0	8.33333333333333	12.7272727272727	Subtilisin DY	0.593084502331126	1
Succinate dehydrogenase cytochrome b558 subunit	3	21	24	55	2	100	100	100	100	100	Succinate dehydrogenase cytochrome b558 subunit	1	1
Succinate--CoA ligase [ADP-forming] subunit alpha	3	21	24	55	2	100	100	100	100	100	Succinate--CoA ligase [ADP-forming] subunit alpha	1	1
Succinate--CoA ligase [ADP-forming] subunit beta	3	21	24	55	2	100	100	100	100	100	Succinate--CoA ligase [ADP-forming] subunit beta	1	1
Sucrose-6-phosphate hydrolase	3	21	24	55	2	100	100	100	100	100	Sucrose-6-phosphate hydrolase	1	1
Sugar efflux transporter C	3	21	24	55	2	100	100	100	100	100	Sugar efflux transporter C	1	1
Sugar phosphatase YbiV	3	21	24	55	2	100	100	100	100	100	Sugar phosphatase YbiV	1	1
Sulfate/thiosulfate import ATP-binding protein CysA	3	21	24	55	2	100	100	100	100	100	Sulfate/thiosulfate import ATP-binding protein CysA	1	1
Sulfite reductase [NADPH] flavoprotein alpha-component	3	21	24	55	2	100	100	100	100	100	Sulfite reductase [NADPH] flavoprotein alpha-component	1	1
Sulfurtransferase FdhD	3	21	24	55	2	100	100	100	100	100	Sulfurtransferase FdhD	1	1
Superoxide dismutase [Mn] 1	3	21	24	53	2	100	100	100	100	96.3636363636364	Superoxide dismutase [Mn] 1	0.46737042346198	1
Surface protein	0	0	0	1	0	0	0	0	0	1.81818181818182	Surface protein	0.737855188029325	1
Swarming motility protein SwrC	3	21	24	55	2	100	100	100	100	100	Swarming motility protein SwrC	1	1
Tagatose 1,6-diphosphate aldolase	3	21	24	55	2	100	100	100	100	100	Tagatose 1,6-diphosphate aldolase	1	1
Tagatose-6-phosphate kinase	3	21	24	55	2	100	100	100	100	100	Tagatose-6-phosphate kinase	1	1
Teichoic acid glycerol-phosphate primase	3	21	24	55	2	100	100	100	100	100	Teichoic acid glycerol-phosphate primase	1	1
Teichoic acid glycerol-phosphate transferase	3	21	24	55	2	100	100	100	100	100	Teichoic acid glycerol-phosphate transferase	1	1
Teichoic acid poly(glycerol phosphate) polymerase	0	1	0	0	0	0	4.76190476190476	0	0	0	Teichoic acid poly(glycerol phosphate) polymerase	0.359066896152729	1
Teichoic acid ribitol-phosphate polymerase TarK	3	21	24	53	2	100	100	100	100	96.3636363636364	Teichoic acid ribitol-phosphate polymerase TarK	0.46737042346198	1
Teichoic acid ribitol-phosphate polymerase TarL	3	21	24	53	2	100	100	100	100	96.3636363636364	Teichoic acid ribitol-phosphate polymerase TarL	0.46737042346198	1
Teichoic acid translocation permease protein TagG	3	21	24	55	2	100	100	100	100	100	Teichoic acid translocation permease protein TagG	1	1
Teichoic acids export ATP-binding protein TagH	3	21	24	55	2	100	100	100	100	100	Teichoic acids export ATP-binding protein TagH	1	1
TelA-like protein	3	21	24	55	2	100	100	100	100	100	TelA-like protein	1	1
Tetracycline resistance protein TetM from transposon TnFO1	0	0	3	2	0	0	0	0	12.5	3.63636363636364	Tetracycline resistance protein TetM from transposon TnFO1	0.192012047521292	1
Tetracycline resistance protein, class B	3	21	24	55	2	100	100	100	100	100	Tetracycline resistance protein, class B	1	1
Thermonuclease	3	21	22	55	2	100	100	100	91.6666666666667	100	Thermonuclease	0.113616589179406	1
Thiamine pyrophosphokinase	3	21	24	55	2	100	100	100	100	100	Thiamine pyrophosphokinase	1	1
Thiamine-phosphate synthase	3	21	24	55	2	100	100	100	100	100	Thiamine-phosphate synthase	1	1
Thioredoxin	3	21	24	55	2	100	100	100	100	100	Thioredoxin	1	1
Thioredoxin reductase	3	21	24	55	2	100	100	100	100	100	Thioredoxin reductase	1	1
Thioredoxin-like protein YdbP	3	21	24	55	2	100	100	100	100	100	Thioredoxin-like protein YdbP	1	1
Thioredoxin-like protein YtpP	3	21	24	55	2	100	100	100	100	100	Thioredoxin-like protein YtpP	1	1
Thiosulfate sulfurtransferase GlpE	3	21	24	55	2	100	100	100	100	100	Thiosulfate sulfurtransferase GlpE	1	1
Threonine synthase	3	21	24	55	2	100	100	100	100	100	Threonine synthase	1	1
Threonine--tRNA ligase	3	21	24	55	2	100	100	100	100	100	Threonine--tRNA ligase	1	1
Threonylcarbamoyl-AMP synthase	3	21	24	55	2	100	100	100	100	100	Threonylcarbamoyl-AMP synthase	1	1
Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB	3	21	24	55	2	100	100	100	100	100	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB	1	1
Thymidine kinase	3	21	24	55	2	100	100	100	100	100	Thymidine kinase	1	1
Thymidylate kinase	3	21	24	55	2	100	100	100	100	100	Thymidylate kinase	1	1
Thymidylate synthase	3	21	24	55	2	100	100	100	100	100	Thymidylate synthase	1	1
Toxic shock syndrome toxin-1	3	21	24	55	2	100	100	100	100	100	Toxic shock syndrome toxin-1	1	1
TPR repeat-containing protein YrrB	3	21	24	55	2	100	100	100	100	100	TPR repeat-containing protein YrrB	1	1
Transaldolase	3	21	22	55	2	100	100	100	91.6666666666667	100	Transaldolase	0.113616589179406	1
Transaminase BacF	3	21	24	55	2	100	100	100	100	100	Transaminase BacF	1	1
Transcription elongation factor GreA	3	21	24	55	2	100	100	100	100	100	Transcription elongation factor GreA	1	1
Transcription factor FapR	3	21	24	55	2	100	100	100	100	100	Transcription factor FapR	1	1
Transcription termination factor Rho	3	21	24	55	2	100	100	100	100	100	Transcription termination factor Rho	1	1
Transcription termination/antitermination protein NusA	3	21	24	55	2	100	100	100	100	100	Transcription termination/antitermination protein NusA	1	1
Transcription termination/antitermination protein NusG	3	21	24	55	2	100	100	100	100	100	Transcription termination/antitermination protein NusG	1	1
Transcription-repair-coupling factor	3	21	24	55	2	100	100	100	100	100	Transcription-repair-coupling factor	1	1
Transcriptional regulator CtsR	3	21	24	55	2	100	100	100	100	100	Transcriptional regulator CtsR	1	1
Transcriptional regulator LytR	3	21	24	55	2	100	100	100	100	100	Transcriptional regulator LytR	1	1
Transcriptional regulator ManR	3	21	24	55	2	100	100	100	100	100	Transcriptional regulator ManR	1	1
Transcriptional regulator MraZ	3	21	24	55	2	100	100	100	100	100	Transcriptional regulator MraZ	1	1
Transcriptional regulator MtlR	3	21	24	55	2	100	100	100	100	100	Transcriptional regulator MtlR	1	1
Transcriptional regulator SarA	3	21	21	49	2	100	100	100	87.5	89.0909090909091	Transcriptional regulator SarA	0.166557932165288	1
Transcriptional regulator SlyA	3	21	24	55	2	100	100	100	100	100	Transcriptional regulator SlyA	1	1
Transcriptional regulator ZitR	1	6	11	26	1	33.3333333333333	28.5714285714286	50	45.8333333333333	47.2727272727273	Transcriptional regulator ZitR	0.482018434569586	1
Transcriptional regulatory protein DesR	3	21	23	55	1	100	100	50	95.8333333333333	100	Transcriptional regulatory protein DesR	0.400046832154877	1
Transcriptional regulatory protein LiaR	3	21	24	55	2	100	100	100	100	100	Transcriptional regulatory protein LiaR	1	1
Transcriptional regulatory protein SrrA	3	21	24	55	2	100	100	100	100	100	Transcriptional regulatory protein SrrA	1	1
Transcriptional regulatory protein WalR	3	21	24	55	2	100	100	100	100	100	Transcriptional regulatory protein WalR	1	1
Transcriptional repressor CcpN	3	21	24	55	2	100	100	100	100	100	Transcriptional repressor CcpN	1	1
Transcriptional repressor NrdR	3	21	24	55	2	100	100	100	100	100	Transcriptional repressor NrdR	1	1
Transcriptional repressor SdpR	3	21	24	55	2	100	100	100	100	100	Transcriptional repressor SdpR	1	1
Transketolase	3	21	24	55	2	100	100	100	100	100	Transketolase	1	1
Translation initiation factor IF-1	3	21	24	55	2	100	100	100	100	100	Translation initiation factor IF-1	1	1
Translation initiation factor IF-2	3	21	24	55	2	100	100	100	100	100	Translation initiation factor IF-2	1	1
Translation initiation factor IF-3	3	21	24	55	2	100	100	100	100	100	Translation initiation factor IF-3	1	1
Transposon gamma-delta resolvase	0	0	1	5	0	0	0	0	4.16666666666667	9.09090909090909	Transposon gamma-delta resolvase	0.268535037523932	1
Transposon Tn7 transposition protein TnsB	2	2	5	14	0	66.6666666666667	9.52380952380952	0	20.8333333333333	25.4545454545455	Transposon Tn7 transposition protein TnsB	0.144385167923654	1
Transposon Tn7 transposition protein TnsC	0	0	0	0	1	0	0	50	0	0	Transposon Tn7 transposition protein TnsC	1	1
Trehalose-6-phosphate hydrolase	3	21	24	55	2	100	100	100	100	100	Trehalose-6-phosphate hydrolase	1	1
Triacylglycerol lipase	3	21	24	55	2	100	100	100	100	100	Triacylglycerol lipase	1	1
Trifunctional nucleotide phosphoesterase protein YfkN	3	21	24	55	2	100	100	100	100	100	Trifunctional nucleotide phosphoesterase protein YfkN	1	1
Trigger factor	3	21	24	55	2	100	100	100	100	100	Trigger factor	1	1
Triosephosphate isomerase	3	21	24	55	2	100	100	100	100	100	Triosephosphate isomerase	1	1
tRNA (adenine(22)-N(1))-methyltransferase	3	21	24	54	2	100	100	100	100	98.1818181818182	tRNA (adenine(22)-N(1))-methyltransferase	0.737855188029324	1
tRNA (cytidine(34)-2'-O)-methyltransferase	3	21	24	55	2	100	100	100	100	100	tRNA (cytidine(34)-2'-O)-methyltransferase	1	1
tRNA (guanine-N(1)-)-methyltransferase	3	21	24	55	2	100	100	100	100	100	tRNA (guanine-N(1)-)-methyltransferase	1	1
tRNA (guanine-N(7)-)-methyltransferase	3	21	24	55	2	100	100	100	100	100	tRNA (guanine-N(7)-)-methyltransferase	1	1
tRNA dimethylallyltransferase	3	21	24	55	2	100	100	100	100	100	tRNA dimethylallyltransferase	1	1
tRNA modification GTPase MnmE	3	21	24	55	2	100	100	100	100	100	tRNA modification GTPase MnmE	1	1
tRNA N6-adenosine threonylcarbamoyltransferase	3	21	24	55	2	100	100	100	100	100	tRNA N6-adenosine threonylcarbamoyltransferase	1	1
tRNA pseudouridine synthase A	3	21	24	55	2	100	100	100	100	100	tRNA pseudouridine synthase A	1	1
tRNA pseudouridine synthase B	3	21	24	55	2	100	100	100	100	100	tRNA pseudouridine synthase B	1	1
tRNA threonylcarbamoyladenosine biosynthesis protein TsaB	3	21	24	55	2	100	100	100	100	100	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB	1	1
tRNA threonylcarbamoyladenosine biosynthesis protein TsaE	3	21	24	55	2	100	100	100	100	100	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE	1	1
tRNA threonylcarbamoyladenosine dehydratase	3	21	24	55	2	100	100	100	100	100	tRNA threonylcarbamoyladenosine dehydratase	1	1
tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	3	21	24	55	2	100	100	100	100	100	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	1	1
tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase	3	21	24	55	2	100	100	100	100	100	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase	1	1
tRNA-Ala(tgc)	3	21	23	53	2	100	100	100	95.8333333333333	96.3636363636364	tRNA-Ala(tgc)	0.652270521221751	1
tRNA-Arg(acg)	3	21	23	53	2	100	100	100	95.8333333333333	96.3636363636364	tRNA-Arg(acg)	0.652270521221751	1
tRNA-Asn(gtt)	0	1	0	0	0	0	4.76190476190476	0	0	0	tRNA-Asn(gtt)	0.359066896152729	1
tRNA-Glu(ttc)	3	21	24	51	2	100	100	100	100	92.7272727272727	tRNA-Glu(ttc)	0.160448772189204	1
tRNA-His(gtg)	3	21	24	53	2	100	100	100	100	96.3636363636364	tRNA-His(gtg)	0.46737042346198	1
tRNA-Leu(caa)	3	21	24	54	2	100	100	100	100	98.1818181818182	tRNA-Leu(caa)	0.737855188029324	1
tRNA-Leu(taa)	3	21	23	53	2	100	100	100	95.8333333333333	96.3636363636364	tRNA-Leu(taa)	0.652270521221751	1
tRNA-Leu(tag)	0	1	0	0	0	0	4.76190476190476	0	0	0	tRNA-Leu(tag)	0.359066896152729	1
tRNA-Lys(ttt)	3	21	24	53	2	100	100	100	100	96.3636363636364	tRNA-Lys(ttt)	0.467370423461977	1
tRNA-Phe(gaa)	0	1	0	0	0	0	4.76190476190476	0	0	0	tRNA-Phe(gaa)	0.359066896152729	1
tRNA-Pro(tgg)	3	21	23	53	2	100	100	100	95.8333333333333	96.3636363636364	tRNA-Pro(tgg)	0.652270521221751	1
tRNA-Ser(tga)	3	21	22	49	2	100	100	100	91.6666666666667	89.0909090909091	tRNA-Ser(tga)	0.206024693396162	1
tRNA-specific 2-thiouridylase MnmA	3	21	24	55	2	100	100	100	100	100	tRNA-specific 2-thiouridylase MnmA	1	1
tRNA-specific adenosine deaminase	3	21	24	55	2	100	100	100	100	100	tRNA-specific adenosine deaminase	1	1
tRNA-Tyr(gta)	3	20	23	53	2	100	95.2380952380952	100	95.8333333333333	96.3636363636364	tRNA-Tyr(gta)	0.9614391319235	1
tRNA-Val(tac)	3	21	24	53	2	100	100	100	100	96.3636363636364	tRNA-Val(tac)	0.46737042346198	1
tRNA(Ile)-lysidine synthase	3	21	24	55	2	100	100	100	100	100	tRNA(Ile)-lysidine synthase	1	1
tRNA1(Val) (adenine(37)-N6)-methyltransferase	3	21	24	55	2	100	100	100	100	100	tRNA1(Val) (adenine(37)-N6)-methyltransferase	1	1
Tryptophan synthase alpha chain	3	21	24	55	2	100	100	100	100	100	Tryptophan synthase alpha chain	1	1
Tryptophan synthase beta chain	3	21	24	55	2	100	100	100	100	100	Tryptophan synthase beta chain	1	1
Tryptophan--tRNA ligase	3	21	24	55	2	100	100	100	100	100	Tryptophan--tRNA ligase	1	1
TVP38/TMEM64 family inner membrane protein YdjZ	3	21	24	55	2	100	100	100	100	100	TVP38/TMEM64 family inner membrane protein YdjZ	1	1
Two-component system WalR/WalK regulatory protein YycH	3	21	24	55	2	100	100	100	100	100	Two-component system WalR/WalK regulatory protein YycH	1	1
Two-component system WalR/WalK regulatory protein YycI	3	21	24	55	2	100	100	100	100	100	Two-component system WalR/WalK regulatory protein YycI	1	1
Type 4 prepilin-like proteins leader peptide-processing enzyme	3	21	24	55	2	100	100	100	100	100	Type 4 prepilin-like proteins leader peptide-processing enzyme	1	1
Type I restriction enzyme EcoKI M protein	3	21	24	55	2	100	100	100	100	100	Type I restriction enzyme EcoKI M protein	1	1
Type II pantothenate kinase	3	21	24	55	2	100	100	100	100	100	Type II pantothenate kinase	1	1
Type II secretion system protein E	0	0	1	0	0	0	0	0	4.16666666666667	0	Type II secretion system protein E	0.400046832154879	1
Type II secretion system protein F	3	21	24	55	2	100	100	100	100	100	Type II secretion system protein F	1	1
Type-1 restriction enzyme R protein	3	21	24	55	2	100	100	100	100	100	Type-1 restriction enzyme R protein	1	1
Tyrosine recombinase XerC	3	21	24	55	2	100	100	100	100	100	Tyrosine recombinase XerC	1	1
Tyrosine recombinase XerD	3	21	24	55	2	100	100	100	100	100	Tyrosine recombinase XerD	1	1
Tyrosine--tRNA ligase	3	21	24	55	2	100	100	100	100	100	Tyrosine--tRNA ligase	1	1
Tyrosine-protein kinase YwqD	3	21	24	55	2	100	100	100	100	100	Tyrosine-protein kinase YwqD	1	1
Tyrosine-protein phosphatase YwqE	3	21	24	55	2	100	100	100	100	100	Tyrosine-protein phosphatase YwqE	1	1
UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase	3	21	24	55	2	100	100	100	100	100	UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase	1	1
UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase	3	21	24	55	2	100	100	100	100	100	UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase	1	1
UDP-glucose 4-epimerase	3	21	24	55	2	100	100	100	100	100	UDP-glucose 4-epimerase	1	1
UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase	3	21	24	55	2	100	100	100	100	100	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase	1	1
UDP-N-acetyl-D-mannosamine dehydrogenase	3	21	24	55	2	100	100	100	100	100	UDP-N-acetyl-D-mannosamine dehydrogenase	1	1
UDP-N-acetylenolpyruvoylglucosamine reductase	3	21	24	55	2	100	100	100	100	100	UDP-N-acetylenolpyruvoylglucosamine reductase	1	1
