"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","SRR1617632__prok","SRR1656267_prok","SRR1656269__prok","SRR1656335__prok","SRR1656350__prok","SRR2164311__prok","SRR2167785_prok","SRR2171381__prok","SRR2171418__prok","SRR3954738__prok","SRR3954739__prok","SRR3954741__prok","SRR3954742__prok","SRR3954743__prok","SRR3954744__prok","SRR3954745__prok","SRR3954747__prok","SRR4420705__prok"
"group_9348","","hypothetical protein","1","1","1","1","2647","1653","1","","989","989","989","","","","","","","","SRR2171381__prok_00808","","","","","","","","","",""
"group_9349","","hypothetical protein","1","1","1","1","5555","1108","1","","1013","1013","1013","","","","","","","","SRR2171381__prok_00918","","","","","","","","","",""
"group_9363","","hypothetical protein","1","1","1","1","3689","10","65","","788","788","788","","","","","","","","SRR2171381__prok_01050","","","","","","","","","",""
"group_9364","","hypothetical protein","1","1","1","1","3690","10","66","","365","365","365","","","","","","","","SRR2171381__prok_01051","","","","","","","","","",""
"group_9365","","hypothetical protein","1","1","1","1","3691","10","67","","341","341","341","","","","","","","","SRR2171381__prok_01052","","","","","","","","","",""
"group_9366","","hypothetical protein","1","1","1","1","3692","10","68","","872","872","872","","","","","","","","SRR2171381__prok_01053","","","","","","","","","",""
"recJ_1","","Single-stranded-DNA-specific exonuclease RecJ","1","1","1","1","3693","10","69","","1661","1661","1661","","","","","","","","SRR2171381__prok_01054","","","","","","","","","",""
"group_9368","","hypothetical protein","1","1","1","1","3694","10","70","","353","353","353","","","","","","","","SRR2171381__prok_01055","","","","","","","","","",""
"group_9369","","hypothetical protein","1","1","1","1","3695","10","71","","152","152","152","","","","","","","","SRR2171381__prok_01056","","","","","","","","","",""
"group_9370","","hypothetical protein","1","1","1","1","3696","10","72","","1490","1490","1490","","","","","","","","SRR2171381__prok_01057","","","","","","","","","",""
"group_9371","","hypothetical protein","1","1","1","1","3697","10","73","","1577","1577","1577","","","","","","","","SRR2171381__prok_01058","","","","","","","","","",""
"group_9372","acr3_1","Arsenical-resistance protein Acr3","1","1","1","1","3698","10","74","","1052","1052","1052","","","","","","","","SRR2171381__prok_01059","","","","","","","","","",""
"group_9373","","hypothetical protein","1","1","1","1","3699","10","75","","524","524","524","","","","","","","","SRR2171381__prok_01060","","","","","","","","","",""
"group_9374","","hypothetical protein","1","1","1","1","3700","10","64","","515","515","515","","","","","","","","SRR2171381__prok_01061","","","","","","","","","",""
"aseR_1","","HTH-type transcriptional repressor AseR","1","1","1","1","3701","10","63","","329","329","329","","","","","","","","SRR2171381__prok_01062","","","","","","","","","",""
"arsC_1","","Glutaredoxin arsenate reductase","1","1","1","1","3702","10","62","","401","401","401","","","","","","","","SRR2171381__prok_01063","","","","","","","","","",""
"arsD_1","","Arsenical resistance operon trans-acting repressor ArsD","1","1","1","1","3703","10","61","","359","359","359","","","","","","","","SRR2171381__prok_01064","","","","","","","","","",""
"arsA_1","","Arsenical pump-driving ATPase","1","1","1","1","3704","10","60","","1766","1766","1766","","","","","","","","SRR2171381__prok_01065","","","","","","","","","",""
"group_9379","","hypothetical protein","1","1","1","1","3705","10","59","","281","281","281","","","","","","","","SRR2171381__prok_01066","","","","","","","","","",""
"group_9380","sigR","ECF RNA polymerase sigma factor SigR","1","1","1","1","3706","10","58","","551","551","551","","","","","","","","SRR2171381__prok_01067","","","","","","","","","",""
"group_9381","ycgJ_2","putative methyltransferase YcgJ","1","1","1","1","3707","10","57","","809","809","809","","","","","","","","SRR2171381__prok_01068","","","","","","","","","",""
"ywnH","","Putative phosphinothricin acetyltransferase YwnH","1","1","1","1","3708","10","56","","491","491","491","","","","","","","","SRR2171381__prok_01069","","","","","","","","","",""
"group_9383","","hypothetical protein","1","1","1","1","3709","10","55","","1190","1190","1190","","","","","","","","SRR2171381__prok_01070","","","","","","","","","",""
"group_9384","","hypothetical protein","1","1","1","1","3710","10","54","","1475","1475","1475","","","","","","","","SRR2171381__prok_01071","","","","","","","","","",""
"group_9385","","hypothetical protein","1","1","1","1","3711","10","53","","977","977","977","","","","","","","","SRR2171381__prok_01072","","","","","","","","","",""
"group_9386","","hypothetical protein","1","1","1","1","3712","10","52","","740","740","740","","","","","","","","SRR2171381__prok_01073","","","","","","","","","",""
"group_9387","","hypothetical protein","1","1","1","1","3713","10","51","","1595","1595","1595","","","","","","","","SRR2171381__prok_01074","","","","","","","","","",""
"group_9388","","hypothetical protein","1","1","1","1","3773","1","2203","","1481","1481","1481","","","","","","","","SRR2171381__prok_01317","","","","","","","","","",""
"group_9389","","hypothetical protein","1","1","1","1","3772","1","2202","","494","494","494","","","","","","","","SRR2171381__prok_01318","","","","","","","","","",""
"group_9390","","hypothetical protein","1","1","1","1","3771","1","2201","","956","956","956","","","","","","","","SRR2171381__prok_01319","","","","","","","","","",""
"group_9391","","hypothetical protein","1","1","1","1","3770","1","2200","","413","413","413","","","","","","","","SRR2171381__prok_01320","","","","","","","","","",""
"group_9392","","hypothetical protein","1","1","1","1","3769","1","2199","","836","836","836","","","","","","","","SRR2171381__prok_01321","","","","","","","","","",""
"group_9393","","hypothetical protein","1","1","1","1","3768","1","2198","","176","176","176","","","","","","","","SRR2171381__prok_01322","","","","","","","","","",""
"group_9394","","hypothetical protein","1","1","1","1","3767","1","2197","","212","212","212","","","","","","","","SRR2171381__prok_01323","","","","","","","","","",""
"group_9395","","hypothetical protein","1","1","1","1","3766","1","2196","","242","242","242","","","","","","","","SRR2171381__prok_01324","","","","","","","","","",""
"group_9396","","hypothetical protein","1","1","1","1","3765","1","2195","","245","245","245","","","","","","","","SRR2171381__prok_01325","","","","","","","","","",""
"group_9397","","hypothetical protein","1","1","1","1","3764","1","2194","","167","167","167","","","","","","","","SRR2171381__prok_01326","","","","","","","","","",""
"group_9398","","hypothetical protein","1","1","1","1","3763","1","2193","","734","734","734","","","","","","","","SRR2171381__prok_01327","","","","","","","","","",""
"group_9399","","hypothetical protein","1","1","1","1","3762","1","2192","","149","149","149","","","","","","","","SRR2171381__prok_01328","","","","","","","","","",""
"group_94","","hypothetical protein","1","1","1","1","9081","299","4","","134","134","134","","","","","","","","","","","","","","","","","","SRR4420705__prok_05070"
"group_9400","","hypothetical protein","1","1","1","1","3761","1","2191","","428","428","428","","","","","","","","SRR2171381__prok_01329","","","","","","","","","",""
"group_9401","","hypothetical protein","1","1","1","1","3760","1","2190","","359","359","359","","","","","","","","SRR2171381__prok_01330","","","","","","","","","",""
"group_9402","","hypothetical protein","1","1","1","1","3759","1","2189","","383","383","383","","","","","","","","SRR2171381__prok_01331","","","","","","","","","",""
"group_9403","","hypothetical protein","1","1","1","1","3758","1","2188","","515","515","515","","","","","","","","SRR2171381__prok_01332","","","","","","","","","",""
"group_9404","","hypothetical protein","1","1","1","1","3757","1","2187","","209","209","209","","","","","","","","SRR2171381__prok_01333","","","","","","","","","",""
"group_9405","","hypothetical protein","1","1","1","1","3756","1","2186","","1574","1574","1574","","","","","","","","SRR2171381__prok_01334","","","","","","","","","",""
"group_9406","","hypothetical protein","1","1","1","1","3755","1","2185","","206","206","206","","","","","","","","SRR2171381__prok_01335","","","","","","","","","",""
"group_9407","","hypothetical protein","1","1","1","1","3754","1","2184","","1634","1634","1634","","","","","","","","SRR2171381__prok_01336","","","","","","","","","",""
"group_9408","","hypothetical protein","1","1","1","1","3753","1","2183","","629","629","629","","","","","","","","SRR2171381__prok_01337","","","","","","","","","",""
"group_9409","","hypothetical protein","1","1","1","1","3752","1","2182","","803","803","803","","","","","","","","SRR2171381__prok_01338","","","","","","","","","",""
"group_9410","","hypothetical protein","1","1","1","1","5071","1","2181","","101","101","101","","","","","","","","SRR2171381__prok_01339","","","","","","","","","",""
"group_9411","","hypothetical protein","1","1","1","1","3789","48","9","","668","668","668","","","","","","","","SRR2171381__prok_01362","","","","","","","","","",""
"group_9412","","hypothetical protein","1","1","1","1","3788","48","10","","632","632","632","","","","","","","","SRR2171381__prok_01363","","","","","","","","","",""
"group_9413","","hypothetical protein","1","1","1","1","3787","48","11","","623","623","623","","","","","","","","SRR2171381__prok_01364","","","","","","","","","",""
"group_9414","","hypothetical protein","1","1","1","1","3786","48","12","","413","413","413","","","","","","","","SRR2171381__prok_01365","","","","","","","","","",""
"group_9417","","hypothetical protein","1","1","1","1","9498","1656","1","","794","794","794","","","","","","","","SRR2171381__prok_01873","","","","","","","","","",""
"group_9419","xerD_3","Tyrosine recombinase XerD","1","1","1","1","9477","5","26","","1085","1085","1085","","","","","","","","SRR2171381__prok_01957","","","","","","","","","",""
"group_9420","","hypothetical protein","1","1","1","1","9476","5","25","","737","737","737","","","","","","","","SRR2171381__prok_01958","","","","","","","","","",""
"group_9421","","hypothetical protein","1","1","1","1","9475","5","24","","494","494","494","","","","","","","","SRR2171381__prok_01959","","","","","","","","","",""
"group_9422","","hypothetical protein","1","1","1","1","9474","5","23","","1736","1736","1736","","","","","","","","SRR2171381__prok_01960","","","","","","","","","",""
"group_9423","","hypothetical protein","1","1","1","1","9473","5","22","","1301","1301","1301","","","","","","","","SRR2171381__prok_01961","","","","","","","","","",""
"group_9424","","hypothetical protein","1","1","1","1","9472","5","21","","245","245","245","","","","","","","","SRR2171381__prok_01962","","","","","","","","","",""
"group_9425","","hypothetical protein","1","1","1","1","9471","5","20","","260","260","260","","","","","","","","SRR2171381__prok_01963","","","","","","","","","",""
"group_9426","","hypothetical protein","1","1","1","1","9470","5","19","","440","440","440","","","","","","","","SRR2171381__prok_01964","","","","","","","","","",""
"group_9427","","hypothetical protein","1","1","1","1","9469","5","18","","431","431","431","","","","","","","","SRR2171381__prok_01965","","","","","","","","","",""
"group_9428","","hypothetical protein","1","1","1","1","9468","5","17","","149","149","149","","","","","","","","SRR2171381__prok_01966","","","","","","","","","",""
"group_9429","","hypothetical protein","1","1","1","1","9467","5","16","","146","146","146","","","","","","","","SRR2171381__prok_01967","","","","","","","","","",""
"group_9430","","hypothetical protein","1","1","1","1","9466","5","15","","1325","1325","1325","","","","","","","","SRR2171381__prok_01968","","","","","","","","","",""
